"venue","lat","long","name_venue","country","geog"
"4ac5b037f964a52067b220e3",51.501078,-0.307149,"Subway","GB","0101000020E610000052F17F4754A8D3BF5F5FEB5223C04940"
"4ac643b6f964a52072b320e3",51.532552,-0.105953,"Subway","GB","0101000020E610000023C0E95DBC1FBBBFAFB5F7A92AC44940"
"4ac69410f964a5202cb520e3",51.502709,-0.280007,"Subway","GB","0101000020E61000002AABE97AA2EBD1BFD333BDC458C04940"
"4ac7e53ef964a5206bba20e3",51.518000,-0.280951,"Subway","GB","0101000020E6100000E1D231E719FBD1BFFCA9F1D24DC24940"
"4ac8b2b4f964a5204cbc20e3",51.491999,-0.223213,"Subway","GB","0101000020E6100000D461855B3E92CCBF1555BFD2F9BE4940"
"4ac8b354f964a5204ebc20e3",51.490319,-0.213665,"Subway","GB","0101000020E61000002861A6ED5F59CBBFC0CDE2C5C2BE4940"
"4ac8de4cf964a520f6bc20e3",51.583363,-0.072570,"Subway","GB","0101000020E61000004EB4AB90F293B2BF255987A3ABCA4940"
"4acbae83f964a520f9c420e3",51.549502,-0.117792,"Subway","GB","0101000020E610000097FDBAD39D27BEBF158BDF1456C64940"
"4acdaa91f964a5209acc20e3",51.492259,-0.156555,"Subway","GB","0101000020E6100000603C8386FE09C4BFB114C95702BF4940"
"4acdd140f964a5201ecd20e3",51.616261,-0.133542,"Subway","GB","0101000020E6100000363B527DE717C1BF6F66F4A3E1CE4940"
"4acdffcff964a520d3cd20e3",51.509998,-0.076432,"Subway","GB","0101000020E6100000DC2C5E2C0C91B3BF41834D9D47C14940"
"4ace13acf964a5203ece20e3",51.520213,-0.104869,"Subway","GB","0101000020E6100000C93D5DDDB1D8BABF1EFAEE5696C24940"
"4ace1423f964a52042ce20e3",51.519906,-0.098104,"Subway","GB","0101000020E610000032569BFF571DB9BF417FA1478CC24940"
"4ace18a7f964a52062ce20e3",51.481904,-0.112765,"Subway","GB","0101000020E6100000202922C32ADEBCBFE2E7BF07AFBD4940"
"4ace22e1f964a52099ce20e3",51.504696,-0.218627,"Subway","GB","0101000020E61000004BE48233F8FBCBBF0536E7E099C04940"
"4ace25fff964a520b5ce20e3",51.509116,-0.196531,"Subway","GB","0101000020E6100000F838D384ED27C9BF67EF8CB62AC14940"
"4ace28a3f964a520c7ce20e3",51.472175,-0.122566,"Subway","GB","0101000020E610000043FE99417C60BFBF917EFB3A70BC4940"
"4ace3147f964a520f8ce20e3",51.505564,-0.086941,"Subway","GB","0101000020E61000002579AEEFC341B6BF79043752B6C04940"
"4ace3173f964a520f9ce20e3",51.515201,-0.141811,"Subway","GB","0101000020E61000006B459BE3DC26C2BFE9EE3A1BF2C14940"
"4ace4581f964a52086cf20e3",51.534067,-0.205076,"Subway","GB","0101000020E61000003FE5982CEE3FCABFB96FB54E5CC44940"
"4ace6d96f964a5207cd020e3",51.539367,-0.142723,"Subway","GB","0101000020E61000007A89B14CBF44C2BF54C554FA09C54940"
"4acef7cbf964a52026d220e3",51.525120,-0.033431,"Subway","GB","0101000020E6100000E25B5837DE1DA1BFDE3CD52137C34940"
"4acf0101f964a52041d220e3",51.583283,-0.226448,"Subway","GB","0101000020E6100000514F1F813FFCCCBF09A87004A9CA4940"
"4acf4666f964a520f5d220e3",51.550418,-0.140333,"Subway","GB","0101000020E61000003F58C6866EF6C1BF9B90D61874C64940"
"4acf6ff6f964a520a6d320e3",51.512260,-0.187768,"Subway","GB","0101000020E61000003A1F9E25C808C8BF448655BC91C14940"
"4acf786af964a520e6d320e3",51.530212,-0.123854,"Subway","GB","0101000020E610000097917A4FE5B4BFBF2FF99FFCDDC34940"
"4acf7f88f964a5201ed420e3",51.547065,-0.180346,"Subway","GB","0101000020E6100000FC71FBE59315C7BFA4E4D53906C64940"
"4acf9576f964a520b7d420e3",51.546098,-0.103898,"Subway","GB","0101000020E6100000BDAB1E300F99BABF9C340D8AE6C54940"
"4ad0370cf964a520b8d720e3",51.600933,-0.192518,"Subway","GB","0101000020E61000000917F2086EA4C8BF280B5F5FEBCC4940"
"4ad03fa4f964a520c4d720e3",51.507237,-0.122338,"Subway","GB","0101000020E61000003CDC0E0D8B51BFBF1C295B24EDC04940"
"4ad07123f964a52013d820e3",51.435772,-0.159720,"Subway","GB","0101000020E6100000FD304278B471C4BF9A417C60C7B74940"
"4ad090f1f964a52074d820e3",51.517443,-0.120179,"Subway","GB","0101000020E6100000ED7DAA0A0DC4BEBFA6457D923BC24940"
"4ad0b8e9f964a5205fd920e3",51.494113,-0.173711,"Subway","GB","0101000020E6100000624CFA7B293CC6BFA4C343183FBF4940"
"4ad0c36ef964a520a4d920e3",51.556749,-0.138112,"Subway","GB","0101000020E610000010B3976DA7ADC1BF558A1D8D43C74940"
"4ad0cba7f964a520ded920e3",51.513283,-0.088577,"Subway","GB","0101000020E6100000C7832D76FBACB6BFE04BE141B3C14940"
"4ad0f0a0f964a5205adb20e3",51.516207,-0.130849,"Subway","GB","0101000020E6100000506EDBF7A8BFC0BFAF7B2B1213C24940"
"4ad10beff964a52037dc20e3",51.494123,-0.235873,"Subway","GB","0101000020E6100000483481221631CEBFC899266C3FBF4940"
"4ad2db87f964a520bee220e3",51.468034,-0.208960,"Subway","GB","0101000020E61000005709168733BFCABF42B5C189E8BB4940"
"4ad378b0f964a5209be420e3",51.609539,-0.188420,"Subway","GB","0101000020E6100000E7C6F484251EC8BF7A51BB5F05CE4940"
"4ad4a773f964a52083e820e3",51.522656,-0.156834,"Subway","GB","0101000020E6100000834F73F22213C4BF72874D64E6C24940"
"4ad4b96df964a520e3e820e3",51.524572,-0.138220,"Subway","GB","0101000020E61000007099D36531B1C1BFDB32E02C25C34940"
"4ad5fca5f964a520530421e3",51.500395,0.003616,"Subway","GB","0101000020E61000006D37C1374D9F6D3F7C0A80F10CC04940"
"4ad707f0f964a5207d0821e3",51.503817,-0.104982,"Subway","GB","0101000020E6100000172EABB019E0BABF9C1551137DC04940"
"4ad80a2cf964a5209d1021e3",51.523880,-0.143497,"Subway","GB","0101000020E6100000817C09151C5EC2BFA583F57F0EC34940"
"4ad83279f964a520dd1021e3",51.415405,-0.192202,"Subway","GB","0101000020E6100000C1E61C3C139AC8BF25CCB4FD2BB54940"
"4ad8ba95f964a520161421e3",51.509998,-0.134025,"Subway","GB","0101000020E6100000D656EC2FBB27C1BF41834D9D47C14940"
"4ad9af32f964a520681a21e3",51.501517,-0.160525,"Subway","GB","0101000020E6100000075F984C158CC4BFABB184B531C04940"
"4ad9b7e4f964a520851a21e3",51.558537,-0.105572,"Subway","GB","0101000020E610000060915F3FC406BBBF904DF2237EC74940"
"4ad9dc27f964a520601b21e3",51.525627,-0.087638,"Subway","GB","0101000020E61000007808E3A7716FB6BF8272DBBE47C34940"
"4ad9ebdcf964a520e51b21e3",51.510512,-0.187202,"Subway","GB","0101000020E61000001D76DF313CF6C7BF971B0C7558C14940"
"4adc7ef3f964a520b12c21e3",51.515273,-0.098791,"Subway","GB","0101000020E61000006B9E23F25D4AB9BF83C13577F4C14940"
"4add5a40f964a520e76421e3",51.541384,-0.003047,"Subway","GB","0101000020E6100000CDAB3AAB05F668BFF14927124CC54940"
"4ade0554f964a520706721e3",51.502706,-0.152736,"Subway","GB","0101000020E610000061FF756EDA8CC3BF62C092AB58C04940"
"4adf7efcf964a520247b21e3",51.531310,0.017547,"Subway","GB","0101000020E61000008657923CD7F7913FD50451F701C44940"
"4ae15aedf964a520f88521e3",51.563267,-0.279293,"Subway","GB","0101000020E6100000501C40BFEFDFD1BF41F50F2219C84940"
"4ae34e1cf964a520209321e3",51.523604,-0.259708,"Subway","GB","0101000020E6100000C39CA04D0E9FD0BF0307B47405C34940"
"4ae4a8b1f964a520de9c21e3",51.586763,-0.041521,"Subway","GB","0101000020E61000004CC631923D42A5BF5DC0CB0C1BCB4940"
"4ae9970cf964a5203bb521e3",51.501083,-0.124819,"Subway","GB","0101000020E61000005F5FEB5223F4BFBF71CADC7C23C04940"
"4ae9d672f964a520eeb621e3",51.511098,-0.113707,"Subway","GB","0101000020E6100000908653E6E61BBDBF8786C5A86BC14940"
"4ae9e890f964a52085b721e3",51.542325,-0.345683,"Subway","GB","0101000020E61000006D1FF296AB1FD6BFCF66D5E76AC54940"
"4aeb2115f964a520bbbe21e3",51.512979,-0.124235,"Subway","GB","0101000020E610000059C0046EDDCDBFBF7444BE4BA9C14940"
"4af7f7c5f964a5209e0a22e3",51.494430,-0.182959,"Subway","GB","0101000020E61000007522C154336BC7BFA514747B49BF4940"
"4af93162f964a520201122e3",51.503619,-0.019620,"Subway","GB","0101000020E610000048DC63E9431794BF76525F9676C04940"
"4af9c93bf964a520381422e3",51.647581,-0.131906,"Subway","GB","0101000020E6100000E5B512BA4BE2C0BF684128EFE3D24940"
"4af9c97bf964a5203b1422e3",51.651662,-0.149514,"Subway","GB","0101000020E610000083A625564623C3BFE20511A969D34940"
"4afd41fbf964a5202d2722e3",51.481349,-0.352099,"Subway","GB","0101000020E610000051137D3ECA88D6BF2D7B12D89CBD4940"
"4afd424cf964a5202e2722e3",51.495749,-0.324773,"Subway","GB","0101000020E610000078EC67B114C9D4BF2A0307B474BF4940"
"4afd437bf964a520312722e3",51.499383,-0.314103,"Subway","GB","0101000020E6100000CCD42478431AD4BFD5963AC8EBBF4940"
"4afef0d2f964a520e93122e3",51.511757,-0.175497,"Subway","GB","0101000020E6100000FFE6C589AF76C6BFE23FDD4081C14940"
"4affffa3f964a520703a22e3",51.500712,-0.192497,"Subway","GB","0101000020E610000093FFC9DFBDA3C8BF7D5BB05417C04940"
"4b06c80ff964a52023f022e3",51.514231,-0.149270,"Subway","GB","0101000020E6100000D00F2384471BC3BF71CB4752D2C14940"
"4b09b455f964a5200a1c23e3",51.526900,-0.284228,"Subway","GB","0101000020E610000015E126A3CA30D2BF96218E7571C34940"
"4b17accbf964a52001c723e3",51.575078,-0.371003,"Subway","GB","0101000020E6100000E1F1ED5D83BED7BF1553E9279CC94940"
"4b17ad59f964a52005c723e3",51.576629,-0.396549,"Subway","GB","0101000020E61000007BBC900E0F61D9BF6C76A4FACEC94940"
"4b1958aaf964a5209fdb23e3",51.572035,-0.295204,"Subway","GB","0101000020E6100000207F69519FE4D2BF6C95607138C94940"
"4b1aa13df964a520daed23e3",51.579310,-0.336993,"Subway","GB","0101000020E610000086C77E164B91D5BF751F80D426CA4940"
"4b293f9bf964a520a79b24e3",51.452469,-0.147983,"Subway","GB","0101000020E61000008196AE601BF1C2BF17BA1281EAB94940"
"4b2d3d66f964a52001d224e3",51.519811,-0.167920,"Subway","GB","0101000020E6100000AE122C0E677EC5BFEF8CB62A89C24940"
"4b426182f964a520bfd225e3",51.515256,-0.072291,"Subway","GB","0101000020E6100000088ECBB8A981B2BFAD889AE8F3C14940"
"4b47a86ff964a5205c3926e3",51.579663,-0.353065,"Subway","GB","0101000020E6100000F12E17F19D98D6BFC2D9AD6532CA4940"
"4b520cd2f964a5201d6427e3",51.489166,-0.133644,"Subway","GB","0101000020E6100000753FA7203F1BC1BF5628D2FD9CBE4940"
"4b54b28df964a520acc727e3",51.551993,-0.238963,"Subway","GB","0101000020E61000003F1EFAEE5696CEBF7B4FE5B4A7C64940"
"4b54b78bf964a520a8c827e3",51.506739,-0.142763,"Subway","GB","0101000020E6100000B1170AD80E46C2BFCB4DD4D2DCC04940"
"4b575d24f964a520b63328e3",51.402271,-0.194739,"Subway","GB","0101000020E610000038BC202235EDC8BF8A90BA9D7DB34940"
"4b5af5c4f964a5205ddc28e3",51.556477,-0.005649,"Subway","GB","0101000020E6100000EFE714E4672377BFF4FC69A33AC74940"
"4b5dee57f964a520767429e3",51.496093,-0.143981,"Subway","GB","0101000020E61000007B681F2BF86DC2BF2463B5F97FBF4940"
"4b5ee7b9f964a520509d29e3",51.522957,-0.124422,"Subway","GB","0101000020E61000003E25E7C41EDABFBF6D1B4641F0C24940"
"4b6145b5f964a520a70e2ae3",51.485662,-0.123848,"Subway","GB","0101000020E610000053CDACA580B4BFBF7974232C2ABE4940"
"4b633ba0f964a520646c2ae3",51.529855,-0.185778,"Subway","GB","0101000020E6100000207C28D192C7C7BFA04FE449D2C34940"
"4b65c90cf964a520a3ff2ae3",51.524606,-0.012617,"Subway","GB","0101000020E6100000C632FD12F1D689BF87A4164A26C34940"
"4b6a8652f964a520bad72be3",51.539092,0.051434,"Subway","GB","0101000020E6100000C30FCEA78E55AA3F82C476F700C54940"
"4b6fc8d7f964a5207afc2ce3",51.501183,-0.093684,"Subway","GB","0101000020E6100000199128B4ACFBB7BFD427B9C326C04940"
"4b703685f964a520f00b2de3",51.503320,-0.113490,"Subway","GB","0101000020E6100000594C6C3EAE0DBDBF1CB62DCA6CC04940"
"4b7054acf964a52038132de3",51.597374,-0.110035,"Subway","GB","0101000020E610000008556AF6402BBCBF88BD50C076CC4940"
"4b78aa5df964a520e4dc2ee3",51.517230,-0.210248,"Subway","GB","0101000020E61000000053060E68E9CABF4A41B79734C24940"
"4b7c4f91f964a520848b2fe3",51.421932,-0.205350,"Subway","GB","0101000020E61000009BE61DA7E848CABF649126DE01B64940"
"4b81174df964a520609630e3",51.510367,-0.085992,"Subway","GB","0101000020E6100000BBB6B75B9203B6BF94FAB2B453C14940"
"4b911beaf964a5203ea433e3",51.525770,-0.135934,"Subway","GB","0101000020E6100000280D350A4966C1BFE59B6D6E4CC34940"
"4b954ec6f964a520839b34e3",51.523541,-0.146872,"Subway","GB","0101000020E6100000BC5B59A2B3CCC2BFBD8E386403C34940"
"4b9bed0df964a520a63636e3",51.427518,-0.168067,"Subway","GB","0101000020E6100000E9B6442E3883C5BFC539EAE8B8B64940"
"4ba90d50f964a5201e073ae3",51.498034,-0.063820,"Subway","GB","0101000020E610000011AAD4EC8156B0BFE525FF93BFBF4940"
"4ba94189f964a520ad183ae3",51.512210,-0.093979,"Subway","GB","0101000020E6100000BDC282FB010FB8BF9357E71890C14940"
"4ba9f920f964a520d6403ae3",51.516835,-0.177498,"Subway","GB","0101000020E6100000027E8D2441B8C6BFCE3637A627C24940"
"4bac93e5f964a5202efc3ae3",51.544053,-0.153717,"Subway","GB","0101000020E6100000F46BEBA7FFACC3BF35255987A3C54940"
"4bc08442f8219c7459a4b110",51.473067,-0.385766,"Subway","GB","0101000020E6100000BB287AE063B0D8BF8EE89E758DBC4940"
"4bc48a09b492d13a3724aa60",51.495653,-0.291052,"Subway","GB","0101000020E610000076DD5B9198A0D2BF0795B88E71BF4940"
"4bcb80e33740b71375aa6265",51.514952,-0.300928,"Subway","GB","0101000020E610000012D89C836742D3BF418177F2E9C14940"
"4bcef8e2fb84c9b6728e243e",51.514016,0.008241,"Subway","GB","0101000020E61000002104E44BA8E0803F74CFBA46CBC14940"
"4bdafe52c79cc928548e80e9",51.590283,-0.102932,"Subway","GB","0101000020E61000003E3DB665C059BABF4031B2648ECB4940"
"4be1b8baedbb0f478175a615",51.462580,-0.114820,"Subway","GB","0101000020E6100000863DEDF0D764BDBF50E449D235BB4940"
"4bf1c06652bda59361ecb1b7",51.536833,-0.323410,"Subway","GB","0101000020E610000050C24CDBBFB2D4BFF03499F1B6C44940"
"4bfc499fb5cd2d7fbf5931fb",51.582968,-0.019940,"Subway","GB","0101000020E6100000EC6987BF266B94BFA94E07B29ECA4940"
"4bfce37bf7c82d7fe95f8d04",51.499092,-0.111947,"Subway","GB","0101000020E6100000CFA3E2FF8EA8BCBFFDD8243FE2BF4940"
"4bfd71712b83b713bbb7a998",51.508555,-0.125012,"Subway","GB","0101000020E610000044C4CDA96400C0BFD09B8A5418C14940"
"4bfe3ad2f7c82d7f1f488f04",51.473251,-0.356495,"Subway","GB","0101000020E610000054008C67D0D0D6BF4FE61F7D93BC4940"
"4bfe4da3f7c82d7f415a8f04",51.466587,-0.423424,"Subway","GB","0101000020E610000034DB15FA6019DBBF8FDE701FB9BB4940"
"4c0f80892466a593efa87a21",51.552231,-0.296237,"Subway","GB","0101000020E6100000A65EB7088CF5D2BF2F6B6281AFC64940"
"4c1f76d6e923ef3bbfbe4e54",51.527730,0.004764,"Subway","GB","0101000020E61000000B992B836A83733F1D8F19A88CC34940"
"4c3344cc6f1fef3bf67cec3d",51.527649,-0.133467,"Subway","GB","0101000020E610000090300C587215C1BF30629F008AC34940"
"4c3c23de5a10b7133776a34d",51.491124,-0.203762,"Subway","GB","0101000020E61000005872158BDF14CABFEE23B726DDBE4940"
"4c624dddec94a593f21229ca",51.514244,-0.075660,"Subway","GB","0101000020E61000003C889D29745EB3BF051555BFD2C14940"
"4c659a418e9120a18fa4d564",51.517289,-0.082998,"Subway","GB","0101000020E61000000727A25F5B3FB5BF4FCAA48636C24940"
"4c9f61482fb1a143a312f340",51.588343,-0.059953,"Subway","GB","0101000020E6100000EB1B98DC28B2AEBF4FEACBD24ECB4940"
"4cbc6052bac937043cbef77c",51.508572,-0.195888,"Subway","GB","0101000020E61000007EE4D6A4DB12C9BFA6D425E318C14940"
"4ccb02d2b571b60c042bc965",51.517982,-0.080582,"Subway","GB","0101000020E61000001572A59E05A1B4BF56F5F23B4DC24940"
"4ccc626e7c2ff04dd0e2987e",51.463222,-0.301330,"Subway","GB","0101000020E61000007E6FD39FFD48D3BFD464C6DB4ABB4940"
"4d4bebe8385f8eec772bc814",51.522239,-0.163121,"Subway","GB","0101000020E61000007539252026E1C4BF0ED940BAD8C24940"
"4d52a09980df88bf8a4f0098",51.518324,-0.089028,"Subway","GB","0101000020E610000048A46DFC89CAB6BFAF5DDA7058C24940"
"4d8860487d4c548117203e71",51.494210,-0.225048,"Subway","GB","0101000020E6100000DBDD03745FCECCBF97ADF54542BF4940"
"4de5529ad164804164861c81",51.564613,-0.107138,"Subway","GB","0101000020E610000043AA285E656DBBBFBFF2203D45C84940"
"4ea2b3ca61af76b39ca544d1",51.488490,-0.465418,"Subway","GB","0101000020E610000006103E9468C9DDBF26361FD786BE4940"
"4ece319ef790d07035ecbd9e",51.477825,-0.364757,"Subway","GB","0101000020E6100000302C7FBE2D58D7BF091B9E5E29BD4940"
"4eea4d6f29c220d20ed3ebfb",51.522627,-0.157072,"Subway","GB","0101000020E610000014048F6FEF1AC4BFD8800871E5C24940"
"4f2e58b5e4b0fed2af5bee8b",51.509109,-0.196170,"Subway","GB","0101000020E6100000B2683A3B191CC9BFB58CD47B2AC14940"
"4f341ccce4b0faf08dc31f5f",51.522574,-0.156298,"Subway","GB","0101000020E61000000E1137A79201C4BFB5DE6FB4E3C24940"
"4f4faef0e4b06597b7be8cdd",51.517976,-0.178504,"Subway","GB","0101000020E610000078431A1538D9C6BF730E9E094DC24940"
"4fd43c68e4b0f4325cf5dd8b",51.587183,-0.165009,"Subway","GB","0101000020E610000051D845D1031FC5BF33E202D028CB4940"
"500fbc2ee4b0a0811711012e",51.520107,-0.166945,"Subway","GB","0101000020E61000003C889D29745EC5BFD9B5BDDD92C24940"
"5036b369cc6417d4bcd9a160",51.491631,-0.193961,"Subway","GB","0101000020E6100000C687D9CBB6D3C8BF9259BDC3EDBE4940"
"5036b369cc6417d4bcd9a16b",51.495137,-0.100713,"Subway","GB","0101000020E61000004C3448C153C8B9BF100533A660BF4940"
"5036b36bcc6417d4bcd9a1d5",51.511594,-0.128188,"Subway","GB","0101000020E6100000C9ACDEE17668C0BF386A85E97BC14940"
"5036b36dcc6417d4bcd9a24b",51.499633,-0.133809,"Subway","GB","0101000020E6100000168A743FA720C1BF4E8061F9F3BF4940"
"5036b36dcc6417d4bcd9a280",51.563503,-0.279689,"Subway","GB","0101000020E6100000AB4203B16CE6D1BF5419C6DD20C84940"
"507f050be4b02081a0e602a6",51.505966,-0.087195,"Subway","GB","0101000020E6100000A6ED5F596952B6BFA8716F7EC3C04940"
"50962ecee4b0baf4e1eb6f4f",51.494450,-0.145994,"Subway","GB","0101000020E6100000C2C3B46FEEAFC2BFECC039234ABF4940"
"5097c9ebe4b08ccc2945f4ef",51.520260,-0.105121,"Subway","GB","0101000020E6100000DF701FB935E9BABF5FB532E197C24940"
"509d4b45e4b0df8f7e3c792f",51.515924,-0.174993,"Subway","GB","0101000020E6100000EAB303AE2B66C6BF5A9C31CC09C24940"
"50a24ae5e4b0bda8ea1a3c3d",51.491500,-0.193823,"Subway","GB","0101000020E6100000BD361B2B31CFC8BFF4FDD478E9BE4940"
