"venue","lat","long","name_venue","country","geog"
"4acdcfbcf964a52017cd20e3","51.525434","-0.132639","School","GB","0101000020E61000005A4A969350FAC0BF6D1ADB6B41C34940"
"4ad2db5bf964a520bde220e3","51.487876","-0.237115","School","GB","0101000020E6100000990D32C9C859CEBF6C4084B872BE4940"
"4ad3274ff964a5203be320e3","51.516945","-0.060953","Medical School","GB","0101000020E61000003BA92F4B3B35AFBF556AF6402BC24940"
"4ad99827f964a520541a21e3","51.525946","-0.128751","Medical School","GB","0101000020E6100000D6E429ABE97AC0BF23BBD23252C34940"
"4ae05113f964a520a07e21e3","51.537300","-0.076905","Trade School","GB","0101000020E6100000001DE6CB0BB0B3BF0612143FC6C44940"
"4af430cdf964a5207cf021e3","51.465587","0.025693","High School","GB","0101000020E61000008ACBF10A444F9A3FAC38D55A98BB4940"
"4b1bd29cf964a520c1fd23e3","51.518504","-0.117092","Law School","GB","0101000020E6100000228C9FC6BDF9BDBF2F6CCD565EC24940"
"4b4b8cb7f964a520f09f26e3","51.518972","-0.094035","High School","GB","0101000020E610000089EAAD81AD12B8BF15C5ABAC6DC24940"
"4b530f36f964a520bf8d27e3","51.516629","-0.118877","Law School","GB","0101000020E6100000A7203F1BB96EBEBF259529E620C24940"
"4b549219f964a52080c027e3","51.622491","-0.289827","School","GB","0101000020E6100000D3DB9F8B868CD2BFF486FBC8ADCF4940"
"4b549950f964a520e5c127e3","51.516235","-0.133374","Trade School","GB","0101000020E6100000847F11346612C1BF79060DFD13C24940"
"4b5591a9f964a520b6e727e3","51.437985","0.039195","School","GB","0101000020E6100000535C55F65D11A43FBC9179E40FB84940"
"4b61eeebf964a5200b2c2ae3","51.535211","-0.136070","School","GB","0101000020E61000007BBDFBE3BD6AC1BFCFBA46CB81C44940"
"4b68691ef964a520cf762be3","51.482375","-0.245849","School","GB","0101000020E6100000098D60E3FA77CFBF39B4C876BEBD4940"
"4b6ed90bf964a52033cd2ce3","51.558236","-0.100261","School","GB","0101000020E610000015731074B4AAB9BF95B9F94674C74940"
"4b714f40f964a5207e402de3","51.500154","-0.094585","Medical School","GB","0101000020E61000006631B1F9B836B8BF577BD80B05C04940"
"4b7287e4f964a520697d2de3","51.501677","-0.098222","Medical School","GB","0101000020E61000000E6ABFB51325B9BFE413B2F336C04940"
"4b744036f964a520f9cf2de3","51.502959","-0.088481","Medical School","GB","0101000020E61000008E3F51D9B0A6B6BF4B1DE4F560C04940"
"4b8423f6f964a520452331e3","51.520467","-0.131579","Law School","GB","0101000020E6100000B491EBA694D7C0BFD8D2A3A99EC24940"
"4b90a782f964a5206c9333e3","51.359857","-0.102611","High School","GB","0101000020E61000001FB935E9B644BABF4B1E4FCB0FAE4940"
"4b94bec1f964a5201c8234e3","51.374402","-0.296388","High School","GB","0101000020E61000007A51BB5F05F8D2BF4CC79C67ECAF4940"
"4b9fe7c9f964a5204a4937e3","51.481356","-0.260110","High School","GB","0101000020E61000002F34D769A4A5D0BFDFDDCA129DBD4940"
